,date_registered,username,name,gender,address,email,birthdate,residence,employer,job,age,salary,credit_card_provider,credit_card_number,credit_card_security_code,credit_card_expire
9117,-6224,da***********z,Michael Davis,F,"493 60 Ln, 900-2330",cr************e@gmail.com,62843,"Los Angeles, FL",OVLUQH,WHMNKO,"(41,60)","(25000,50000)",UEJEZN,21************6,###5,GLRPDO
9679,-6225,ka*********y,Elizabeth Rodriguez,M,"111 4 Ave, 700-6621",ho***********w@gmail.com,58777,"Houston, CA",NUIEOR,DMVPSU,"(41,60)","(75,000,250000)",MAOKIJ,46****************7,###3,WJIMWW
1737,-6227,bb*****n,Daniel Smith,M,"865 27 Rd, 400-5228",ca*******t@hotmail.com,89901,"Phoenix, FL",ULIYGO,FDFWHY,"(26,40)","(75,000,250000)",WFTMDV,58*********1,###7,MRYEWE
2222,-6228,sw**d,Sarah Wilson,F,"404 88 Ave, 200-7458",pw****r@hotmail.com,79105,"San Jose, PA",VNTLQN,WBFJPC,"(60,65)","(75,000,250000)",GUYUNS,35*************3,###0,WNLYCT
2708,-6229,ye******2,Jennifer Smith,M,"371 39 Ave, 800-3631",ro*************e@yahoo.com,63478,"Phoenix, FL",EUIUIS,RLSBVR,"(41,60)","(25000,50000)",GUYUNS,34************2,###8,ZMWHIL
3722,-6230,xs*****y,Sarah Moore,F,"385 6  Blvd, 700-4011",pw****s@hotmail.com,85673,"San Jose, GA",KPXAJJ,VLTVJW,"(60,65)","(75,000,250000)",MAOKIJ,30***********9,###9,QPLMPL
3729,-6231,ad******3,Brian Smith,M,"840 43 St, 600-8916",ja**********y@gmail.com,78961,"San Diego, NY",AGSOCU,YGUWEJ,"(41,60)","(50000,75000)",KVRJWO,34************8,###9,FLGNYQ
3839,-6232,dr***9,Emily Johnson,M,"222 72 St, 900-2412",ma*******7@hotmail.com,75875,"Dallas, TX",UMMPQI,KKRTNZ,"(26,40)","(75,000,250000)",YMXPWJ,58*********3,###8,WJIMWW
4223,-6233,ju*********e,John Williams,M,"969 83  Blvd, 600-9811",me****4@hotmail.com,63192,"New York, NC",UXWFEI,YECFGA,"(26,40)","(75,000,250000)",BWTPEW,58*********7,###5,FFPPWV
5338,-6234,ad*********s,Jane Brown,M,"999 35  Blvd, 100-6763",gk***y@yahoo.com,75516,"New York, TX",VSKNRW,FQFTNN,"(26,40)","(75,000,250000)",MFZRLP,65*************5,###5,EFEUAT
7391,-6235,hp**k,Joseph Brown,F,"510 88 Ln, 600-1827",wi*******l@gmail.com,90973,"New York, VA",TFLVEG,IMAGWS,"(19,25)","(75,000,250000)",YMXPWJ,60*************2,##7,UKXNKX
8917,-6236,gm****n,David Garcia,F,"510 79 Ln, 600-1459",im****y@yahoo.com,81960,"San Jose, FL",RBIUFK,NPGDRY,"(0,18)","(75,000,250000)",UEJEZN,30***********7,###7,FLGNYQ
9402,-6237,ki*******7,Kevin Johnson,M,"159 60 Ln, 600-3992",va************y@yahoo.com,80546,"San Jose, TX",RVTFYQ,LLPQPH,"(41,60)","(75,000,250000)",BWTPEW,65*************6,###4,TCTVLC
352,-6239,ni**********l,Amanda Williams,F,"109 11 Ln, 300-8354",lyu@hotmail.com,87824,"San Diego, IL",EHPLQK,LQSYGF,"(41,60)","(50000,75000)",BWTPEW,63*********6,###8,VZSOJC
1269,-6240,ja**********a,Daniel Hernandez,M,"979 71  Blvd, 200-6928",jo*******4@yahoo.com,67487,"San Diego, IL",KRISSO,AXCXOP,"(26,40)","(75,000,250000)",KCUOPI,30***********8,###3,MYNCSZ
1751,-6241,mo*******h,John Clark,F,"321 1 St, 800-6723",do**********h@gmail.com,66101,"New York, CA",FGTVSP,CUINEJ,"(26,40)","(75,000,250000)",MFZRLP,42**********5,###1,VSJSID
5161,-6242,xn***e,Kevin Clark,F,"787 16  Blvd, 600-2968",st************a@gmail.com,58888,"Phoenix, PA",LLGHBW,LROBRD,"(41,60)","(75,000,250000)",BWTPEW,65*************1,####7,FLGNYQ
6095,-6243,lh****r,Jessica Jones,F,"682 13 Ave, 400-9696",ja*********b@gmail.com,57109,"New York, NC",NITVVX,VGPNLH,"(41,60)","(25000,50000)",GUYUNS,65*************2,###7,BWSSMA
9525,-6244,la**********n,Kevin Smith,M,"109 36 Rd, 600-6005",ke****4@yahoo.com,83914,"San Jose, NY",CXIJAX,IGSVGU,"(26,40)","(25000,50000)",YMXPWJ,41*************2,####0,ZMWHIL
1944,-6246,ri*******y,Jennifer Garcia,M,"269 41 Ave, 400-4287",st**************s@gmail.com,61620,"Chicago, IL",OCXBLL,YJEUBH,"(41,60)","(75,000,250000)",GUYUNS,48**********8,###4,FLGNYQ
2272,-6247,va***********a,Jane Lewis,M,"299 86 Ave, 300-9999",ga***n@hotmail.com,94094,"Philadelphia, VA",HQZBJW,AXCXOP,"(26,40)","(75,000,250000)",MFZRLP,57*********2,###5,CWDTUC
2720,-6248,na************r,Daniel Wilson,M,"918 95 Rd, 900-1060",rh*****2@yahoo.com,82034,"Houston, TX",WUOYOF,XGHQYE,"(41,60)","(75,000,250000)",UEJEZN,46**********3,###8,SIGVZV
2779,-6249,co********r,Robert King,M,"188 89 Ln, 600-9724",ri**********e@gmail.com,56365,"Houston, PA",INCLJW,VTGWDS,"(41,60)","(75,000,250000)",BWTPEW,49*************0,###9,MHWBWM
3804,-6250,ma*******l,Joseph Williams,F,"342 15 St, 900-3727",th*****6@yahoo.com,89817,"Dallas, CA",SMMLJX,EZCDIP,"(41,60)","(75,000,250000)",GUYUNS,25*************8,###5,CVZHWA
4919,-6251,sc********r,Mary Moore,M,"825 17 Ave, 400-2314",bo******e@yahoo.com,53652,"New York, PA",LCITDU,VVOWKV,"(19,25)","(0,25000)",KVRJWO,30***********9,###0,GSDNFC
5406,-6252,rp*****s,Jane King,F,"363 26 Ave, 300-1841",an**********n@hotmail.com,69265,"San Diego, IL",PTIEWO,LCSESG,"(26,40)","(75,000,250000)",KCUOPI,36***********9,###5,RPPVSL
9496,-6253,vu*******d,Daniel Johnson,M,"922 72 St, 100-2078",ha*******m@yahoo.com,85016,"Phoenix, PA",KAZORU,VYOLTJ,"(19,25)","(75,000,250000)",MFZRLP,43*************8,###7,WNLYCT
663,-6255,pa***************e,Robert Jones,F,"391 22 Ln, 700-4734",an*******k@gmail.com,86182,"Philadelphia, NC",XCDHQS,MQPFQP,"(41,60)","(75,000,250000)",WFTMDV,35*************7,###0,EFEUAT
964,-6256,ce******s,Robert Jones,F,"835 80 Ln, 100-9365",nh****r@gmail.com,85416,"San Jose, FL",DXBIMD,HMREPG,"(41,60)","(75,000,250000)",WFTMDV,35*************5,###1,UVJQTY
2041,-6257,ma****7,Joseph Brown,M,"637 17 Ln, 300-3629",wi************m@hotmail.com,78951,"Houston, NY",QXWLIB,KEUYEO,"(26,40)","(75,000,250000)",GUYUNS,30***********0,###6,SECHQX
2210,-6258,sr*****z,Amanda Jones,F,"759 31 Rd, 400-2357",po**********p@hotmail.com,82311,"San Jose, VA",UXUTTV,WFLWRE,"(26,40)","(75,000,250000)",MFZRLP,30***********6,####8,BXOVPW
2651,-6259,nl**z,Jane Johnson,F,"242 55 St, 900-6322",ch********6@gmail.com,87740,"San Diego, TX",KXCRHB,HPKKNQ,"(60,65)","(75,000,250000)",RCMTBS,48**********7,###3,TBRLXQ
3335,-6260,of*****l,William Allen,M,"485 11 St, 100-5998",la****4@gmail.com,68104,"Dallas, NY",ICLNUR,YPRIXW,"(41,60)","(75,000,250000)",RCMTBS,67*********0,###0,VZSOJC
4231,-6261,ns***p,David Smith,M,"168 69 Rd, 600-9116",he**********n@gmail.com,85693,"San Diego, OH",RISJOB,YECFGA,"(41,60)","(50000,75000)",RCMTBS,49****************9,###4,CNXCCV
5963,-6262,bo**********n,Brian Davis,M,"656 48 Rd, 300-7994",ja***********r@hotmail.com,69937,"San Diego, PA",PIFIVY,EZJHPT,"(19,25)","(75,000,250000)",UEJEZN,45**********2,###3,UKXNKX
6363,-6263,te******k,Elizabeth Smith,M,"760 99  Blvd, 800-8915",wi************d@hotmail.com,88675,"San Diego, IL",KFTFXA,MYGQCN,"(60,65)","(50000,75000)",MFZRLP,46*************2,###4,XNCTNG
7033,-6264,bu******n,Elizabeth Rodriguez,M,"205 55  Blvd, 500-7411",sh*********k@gmail.com,59618,"New York, VA",VOQQEW,ZXBRKG,"(60,65)","(75,000,250000)",YMXPWJ,35*************2,###6,KSMTZY
9746,-6265,gw*******n,John King,M,"574 98  Blvd, 200-9747",am*****z@hotmail.com,79764,"Phoenix, NY",NCNKBK,CSVHNO,"(60,65)","(75,000,250000)",MFZRLP,47*************5,##5,BQEZAT
1297,-6267,ja***************n,Amanda Miller,F,"412 100 St, 700-9344",wi************d@hotmail.com,92768,"San Antonio, FL",NFQMJT,CWLCCW,"(26,40)","(75,000,250000)",WFTMDV,30***********7,###3,GKYGYB
1740,-6268,ro****1,John King,M,"632 25 St, 700-8016",ma*************a@gmail.com,79621,"Phoenix, FL",NRPKOG,KEUYEO,"(41,60)","(25000,50000)",RCMTBS,22*************0,###4,WXYXKQ
2242,-6269,ol*****5,Elizabeth King,M,"382 58  Blvd, 300-2018",dw****r@gmail.com,81126,"Phoenix, PA",WIFQKT,ZQKDEY,"(26,40)","(75,000,250000)",GUYUNS,44**********3,###8,KMKNOB
2637,-6270,lt******n,Jessica Miller,F,"166 69 Ave, 100-6780",cr*********y@yahoo.com,83235,"Chicago, NC",TXSAHV,LVJUPJ,"(41,60)","(75,000,250000)",MAOKIJ,23*************9,##7,QJQAQV
3555,-6271,mo**********a,John Moore,F,"745 72 Ave, 400-5805",va******3@gmail.com,90868,"Philadelphia, IL",GWGYKH,WIUGCM,"(41,60)","(25000,50000)",GUYUNS,65*************7,###4,BWSSMA
4812,-6272,da************e,John Rodriguez,F,"380 89  Blvd, 900-1504",ba************e@gmail.com,61081,"San Jose, NY",OYSHMR,SVLRLD,"(41,60)","(50000,75000)",GUYUNS,58*********3,###3,WRDVMN
5270,-6273,je**********s,Kevin Young,F,"332 63  Blvd, 100-5474",ve*****s@hotmail.com,64964,"Los Angeles, FL",WMSUWD,TJPMEH,"(26,40)","(75,000,250000)",UEJEZN,35*************0,###8,KSMTZY
8649,-6274,os*******h,Michael Moore,M,"230 27 Ave, 500-3163",sm*********r@gmail.com,93500,"Phoenix, GA",HJYDNT,WTBQIN,"(41,60)","(75,000,250000)",BWTPEW,41*************4,###1,GJCSTW
9293,-6275,an************l,David Jones,F,"363 91  Blvd, 600-9434",de****8@yahoo.com,54526,"Phoenix, IL",OWIVRF,QLTJOX,"(26,40)","(50000,75000)",RCMTBS,35*************8,###2,BLLJPW
3738,-6277,pa*********k,Lisa Davis,M,"483 5 Ln, 100-1068",je*******3@hotmail.com,81221,"Houston, PA",HERSEC,PTXNEC,"(26,40)","(75,000,250000)",WFTMDV,46*************8,###9,EFYWNJ
4301,-6278,ad*******n,John Lewis,F,"697 92 Rd, 900-2654",de***5@hotmail.com,71931,"Chicago, FL",RRSYFT,OYNLLL,"(41,60)","(75,000,250000)",MFZRLP,35*************8,###2,IGGHIP
4735,-6279,hi*******d,John Jones,F,"730 42 Rd, 300-5208",ja****2@gmail.com,68945,"San Antonio, NY",TFKYFP,SOXDWS,"(41,60)","(75,000,250000)",GUYUNS,30***********5,###1,SZWKRE
5715,-6280,am**8,Kevin Clark,F,"392 89 Ave, 600-6766",an******s@hotmail.com,52380,"San Antonio, IL",IAPUPB,JKCWYJ,"(41,60)","(75,000,250000)",WFTMDV,47****************3,###6,YWAPWM
7164,-6281,aa*********l,David Hernandez,M,"239 17  Blvd, 800-3105",bu*******e@hotmail.com,71393,"San Antonio, NC",PRKSTA,EWLLCF,"(41,60)","(75,000,250000)",WFTMDV,57*********4,####7,TBRLXQ
7807,-6282,qj***s,Lisa Moore,F,"829 13 St, 100-1106",wa********y@yahoo.com,71192,"San Diego, TX",NVROPD,JIKUQG,"(26,40)","(75,000,250000)",MFZRLP,23*************0,##5,TULUWQ
9263,-6283,br******y,William Williams,M,"179 3 Ave, 300-4968",na****4@gmail.com,75565,"San Diego, PA",OIPPUG,IGSVGU,"(26,40)","(75,000,250000)",UEJEZN,49****************9,###8,BLLJPW
9458,-6284,mi******6,William Miller,M,"265 87 Ave, 500-8978",ro*************y@yahoo.com,67106,"Chicago, PA",DKVOPP,YKZIUO,"(41,60)","(75,000,250000)",GUYUNS,30***********1,####3,ROCDYP
9749,-6285,ab***s,Elizabeth Johnson,M,"736 4 St, 100-2312",li***8@hotmail.com,71342,"Houston, NY",VOKPKK,GDNHYV,"(41,60)","(75,000,250000)",YMXPWJ,43****************7,###1,GOJBYA
670,-6287,mi**********d,Michael Miller,F,"425 73 Ave, 400-6823",ja****9@yahoo.com,63217,"San Antonio, VA",VTFYSH,VYSBVT,"(26,40)","(75,000,250000)",YMXPWJ,47*************9,###1,EFEUAT
873,-6288,mi**********h,Jennifer Walker,M,"748 2 Rd, 700-4084",me******y@yahoo.com,89529,"San Diego, CA",IGOWXS,NKIWAA,"(26,40)","(75,000,250000)",KCUOPI,37************3,###9,DPTEWM
1009,-6289,wb*****y,William Davis,F,"438 8 Rd, 200-2968",gu*******n@yahoo.com,87130,"Chicago, GA",CRQBDU,MXQYCV,"(41,60)","(75,000,250000)",KCUOPI,37************7,####2,YVFFHF
1313,-6290,ki*******a,Mary Miller,F,"814 36 Ln, 600-8877",pa*****8@gmail.com,66946,"Chicago, OH",SCIQBU,TSUKIA,"(0,18)","(25000,50000)",MFZRLP,35*************6,####3,WIKHTN
1561,-6291,ch**************o,Andrew Allen,F,"111 20 Ln, 200-7762",as********n@yahoo.com,67858,"San Antonio, FL",XTWLIR,FNFBKO,"(41,60)","(75,000,250000)",UEJEZN,44*************3,###0,VGWJGS
2232,-6292,br*************s,Brian Garcia,F,"778 26  Blvd, 300-6192",ha**********n@gmail.com,72674,"Houston, OH",KWEPUH,LIFONV,"(26,40)","(75,000,250000)",MAOKIJ,34************4,###1,MELDTU
2287,-6293,br*******n,Jennifer Brown,M,"132 94 St, 900-3015",xb**k@yahoo.com,83717,"San Diego, VA",SRDVPM,XOJQUE,"(26,40)","(75,000,250000)",RCMTBS,40****************9,###9,WXYXKQ
3388,-6294,st*********a,Elizabeth Davis,F,"522 29 St, 200-1360",ic****r@gmail.com,73091,"Phoenix, NY",ILCODE,EYGQSQ,"(41,60)","(75,000,250000)",KCUOPI,47*************0,##7,FHLAJR
4945,-6295,yn****n,Robert Hernandez,M,"339 1 Ave, 400-4942",yo*********e@gmail.com,83764,"New York, IL",RKAUNF,KLRLKX,"(26,40)","(75,000,250000)",UEJEZN,30***********7,###0,DRCLYB
5075,-6296,st**********l,Elizabeth Williams,M,"765 8 Ave, 300-3663",mi*********y@hotmail.com,91129,"San Jose, OH",UCHYLG,FJUKFJ,"(0,18)","(75,000,250000)",RCMTBS,18************4,###4,UVJQTY
6540,-6297,da*****7,Amanda Jones,F,"747 1 St, 800-6124",da****2@hotmail.com,92627,"Houston, PA",JSESKK,EUUBOW,"(41,60)","(50000,75000)",YMXPWJ,34************2,#7,VFXRBS
6815,-6298,sm********s,Mary Williams,F,"693 97 Rd, 600-7488",me*********d@yahoo.com,76932,"Phoenix, VA",CUOZAQ,KLRLKX,"(26,40)","(75,000,250000)",YMXPWJ,51*************2,###8,KSMTZY
6910,-6299,pa**********r,Ashley Wilson,F,"445 15  Blvd, 800-1382",br******m@gmail.com,62764,"Houston, OH",CMTYOT,HOVKSL,"(41,60)","(75,000,250000)",MAOKIJ,35*************9,###2,YVFFHF
7013,-6300,np**e,Sarah Davis,M,"821 80 Rd, 800-4686",hj****h@yahoo.com,63500,"Los Angeles, PA",PFGWWJ,FBYBPD,"(26,40)","(75,000,250000)",KVRJWO,49*************0,##2,JWFUSD
7322,-6301,wa********n,Joseph Wilson,M,"235 9  Blvd, 300-1565",jo**********g@hotmail.com,90129,"Los Angeles, GA",KYJPLX,UUEYLO,"(26,40)","(75,000,250000)",YMXPWJ,35*************1,###0,VFHYHU
7871,-6302,br*********n,Brian King,M,"962 63 Ln, 100-2826",gw***e@hotmail.com,56354,"Phoenix, CA",NYPMED,ROWJKW,"(41,60)","(50000,75000)",RCMTBS,44*************3,##6,SEBYGM
9417,-6303,an*********n,Sarah Hernandez,M,"144 92 Rd, 900-4169",st*****9@hotmail.com,78495,"Houston, OH",VHOGKM,LSPLPJ,"(26,40)","(75,000,250000)",BWTPEW,34************9,###5,DPEAAE
12,-6305,ri********y,Joseph Allen,M,"294 68 Rd, 300-1797",vs******n@gmail.com,85322,"Philadelphia, PA",CUVTFD,ENBBCM,"(60,65)","(75,000,250000)",KCUOPI,30***********1,###2,FOFKCQ
3630,-6306,oc***k,Daniel Garcia,F,"943 81 Rd, 600-2674",er********z@gmail.com,92589,"Chicago, NC",YHJGPY,ZEYGFG,"(26,40)","(25000,50000)",GUYUNS,22*************9,##5,UVCWON
8862,-6307,me*********e,Amanda King,F,"320 92 Rd, 800-2760",mi***********a@gmail.com,55576,"Los Angeles, IL",LXPEEJ,JCBJEY,"(41,60)","(75,000,250000)",KCUOPI,18************4,###9,WIKHTN
9440,-6308,jo*********y,Jennifer Walker,F,"350 74 Ave, 600-2454",li***8@hotmail.com,81781,"Dallas, PA",PUFTDW,QQLEWW,"(60,65)","(75,000,250000)",BWTPEW,34************2,##7,BLLJPW
73,-6310,sa*********t,Kevin Williams,M,"373 95 St, 100-9417",je********f@hotmail.com,90620,"San Antonio, NC",NKRWBC,ZXBRKG,"(41,60)","(75,000,250000)",KCUOPI,37************8,###5,QPLMPL
470,-6311,es***********n,Jennifer Allen,M,"111 25 Ln, 600-2279",ch************t@hotmail.com,86256,"Chicago, GA",JQSNAN,GTLGHJ,"(19,25)","(25000,50000)",GUYUNS,34************7,###7,TULUWQ
877,-6312,co*****7,Elizabeth Davis,F,"538 97 Ln, 900-7718",sm******i@gmail.com,67901,"Dallas, OH",GUHUHK,NKBOZI,"(19,25)","(75,000,250000)",KCUOPI,37************8,##2,RVUNKZ
2681,-6313,ga*******n,Elizabeth Johnson,F,"897 61 Ln, 900-7183",la*********d@hotmail.com,58618,"Philadelphia, GA",OELBMT,PSAVFS,"(19,25)","(75,000,250000)",MAOKIJ,21************4,##4,WJIMWW
4848,-6314,mo******0,Daniel Clark,F,"718 89 Ln, 300-8639",pe*********e@gmail.com,61675,"Chicago, TX",LAHNYI,NCHWZB,"(26,40)","(75,000,250000)",KCUOPI,60*************7,##8,EKPPNK
5157,-6315,sh******y,William Young,M,"351 58  Blvd, 600-9753",ol****e@gmail.com,55183,"San Antonio, PA",MFPVYA,BJRKJS,"(26,40)","(75,000,250000)",RCMTBS,18************7,###0,TBRLXQ
5175,-6316,ga**********s,Joseph King,M,"734 33 Rd, 500-9433",ho*********l@yahoo.com,94176,"Los Angeles, CA",IENWIA,XGKJRN,"(60,65)","(75,000,250000)",MAOKIJ,58*********6,###9,ROCDYP
6035,-6317,me*********e,David Walker,M,"992 16 St, 300-5959",lp******n@hotmail.com,92988,"Los Angeles, VA",EOKVTF,ENOBCC,"(26,40)","(75,000,250000)",RCMTBS,35*************7,###1,PHSPXU
6134,-6318,ta***********n,John Allen,M,"390 53 Rd, 800-9083",do*****8@yahoo.com,85923,"Los Angeles, VA",EDBFSM,IBIYAH,"(41,60)","(25000,50000)",RCMTBS,35*************6,###0,YCKNYU
7948,-6319,ba********y,Michael Miller,M,"584 44 Rd, 300-2009",ch************n@yahoo.com,64493,"San Antonio, OH",UXBHSA,HLBCBT,"(60,65)","(75,000,250000)",YMXPWJ,34************8,###4,DPTEWM
2194,-6321,mc************y,Jessica Clark,F,"814 39  Blvd, 600-1025",ch********2@hotmail.com,54262,"Chicago, OH",QXOCGZ,DZLOLX,"(41,60)","(75,000,250000)",YMXPWJ,67*********2,##7,WRDVMN
2236,-6322,ma******1,Andrew Johnson,F,"169 80 Ave, 300-1891",sh*******e@yahoo.com,85909,"Philadelphia, IL",HVFMTV,SOQOFR,"(60,65)","(75,000,250000)",MAOKIJ,18************0,###3,LIJNOR
2864,-6323,al*******s,Joseph Jones,M,"746 51 Ave, 700-1757",pb***d@yahoo.com,73120,"Philadelphia, FL",WEHPYV,GESFLR,"(19,25)","(75,000,250000)",KVRJWO,43*************0,####7,VNSZTG
4442,-6324,gi**************e,Michael Brown,M,"224 54 Ave, 300-2214",ra*****5@gmail.com,83300,"Dallas, TX",PVGFXE,DLMTCY,"(41,60)","(75,000,250000)",MFZRLP,45**********2,###4,TCTVLC
5545,-6325,ch******1,Kevin Smith,F,"374 44 Ln, 600-9077",si**********l@hotmail.com,90416,"Houston, VA",YIIFVC,PDRSNC,"(60,65)","(75,000,250000)",GUYUNS,52*************5,##2,MHWBWM
398,-6327,kn***********a,Robert Miller,F,"973 84 St, 600-9568",go***********k@gmail.com,75969,"Phoenix, VA",SLBTLQ,TSBUJC,"(41,60)","(75,000,250000)",KVRJWO,48*************0,###8,OKCCOJ
1667,-6328,pp*****n,Andrew Williams,F,"386 26 Ave, 800-4490",jo**********z@hotmail.com,92774,"Chicago, FL",IESTQS,HVQJSW,"(26,40)","(50000,75000)",RCMTBS,49****************4,###5,DPEAAE
2068,-6329,ju**********r,Kevin Williams,F,"565 37 St, 200-3450",jo***********l@hotmail.com,76914,"Dallas, TX",KGZXVO,RPBUBY,"(26,40)","(75,000,250000)",BWTPEW,30***********6,###2,MMFSXS
3919,-6330,do********n,Emily Moore,F,"294 18 Rd, 700-7458",jo*****z@hotmail.com,68719,"Dallas, NY",RLSOBO,MHLTVR,"(41,60)","(75,000,250000)",GUYUNS,57*********5,##3,MELDTU
7076,-6331,ri********e,Brian Garcia,F,"671 6  Blvd, 600-7203",au*******b@yahoo.com,57820,"Houston, CA",CFUVSM,PDSXSE,"(41,60)","(50000,75000)",GUYUNS,18************2,##7,LIJNOR
7880,-6332,ja***************r,Jennifer Jones,F,"465 68 Ave, 300-3325",er****6@hotmail.com,66224,"Philadelphia, VA",SKTDPT,CSHJUW,"(41,60)","(75,000,250000)",YMXPWJ,34************8,###6,PNTUOK
8333,-6333,ke*******y,John Walker,M,"166 66  Blvd, 400-8663",lw****n@yahoo.com,82502,"San Antonio, IL",FKXDEH,PHPWXV,"(41,60)","(75,000,250000)",WFTMDV,60********1,###2,IRLFBW
1434,-6335,cl*********a,William Davis,F,"856 47 Ln, 300-7428",wi******0@yahoo.com,64067,"Dallas, VA",BMRCNP,YECFGA,"(41,60)","(75,000,250000)",BWTPEW,43****************6,###9,YWAPWM
2029,-6336,hu*********s,Kevin Hernandez,F,"144 56 Ave, 200-8561",um*****h@hotmail.com,76051,"Houston, CA",MRMDVI,WGMYBV,"(26,40)","(75,000,250000)",WFTMDV,50*********1,###4,CWDTUC
4201,-6337,mc************d,Robert Brown,F,"521 63 Ln, 100-9300",mo*****4@gmail.com,73467,"Houston, NC",GNFFYZ,VBGXKV,"(41,60)","(75,000,250000)",RCMTBS,35*************7,###2,MRYEWE
6387,-6338,yh*******n,Robert Garcia,F,"756 19 Rd, 100-8153",nh**l@yahoo.com,68801,"San Jose, VA",JFCRUD,VKJZQD,"(41,60)","(25000,50000)",GUYUNS,35*************0,###8,QZMSQJ
7340,-6339,sh**l,Brian Lewis,M,"743 38 Ave, 200-7761",oy***g@hotmail.com,54088,"Dallas, CA",JFLKPS,VGPNLH,"(26,40)","(75,000,250000)",MFZRLP,60*************1,##0,UKXNKX
7418,-6340,uh****r,Ashley Davis,M,"831 14 St, 600-9039",pa*********r@hotmail.com,53188,"New York, TX",QHRCAC,EDPFGV,"(41,60)","(50000,75000)",GUYUNS,49****************8,###6,SECHQX
7507,-6341,jo*******a,William Miller,F,"243 88 St, 500-8743",ah****n@yahoo.com,70690,"Phoenix, VA",FLMRKE,XOJQUE,"(41,60)","(75,000,250000)",KCUOPI,49*************5,###0,CXMQCB
8273,-6342,ro*****4,William Rodriguez,M,"922 97 Ln, 500-7397",zc**k@hotmail.com,78406,"San Antonio, GA",JLLLBW,CISYDI,"(41,60)","(75,000,250000)",GUYUNS,35*************5,###7,WRDVMN
9140,-6343,jo*****5,Joseph Young,M,"674 45  Blvd, 500-9887",wb*****a@yahoo.com,55662,"San Antonio, VA",PRGVYK,UPJWOF,"(41,60)","(75,000,250000)",RCMTBS,21************4,###2,YVFFHF
9394,-6344,ta****5,Michael King,M,"955 3  Blvd, 600-2334",re******1@hotmail.com,85162,"Dallas, TX",FYHBFQ,TPJHFP,"(41,60)","(75,000,250000)",MAOKIJ,40**********5,###6,UVJQTY
1802,-6346,ih*******z,Emily Moore,F,"215 29 Ln, 700-3782",sn***********r@hotmail.com,87696,"San Diego, NC",WJEQIV,BCWRUM,"(41,60)","(50000,75000)",KCUOPI,21************5,###3,TCTVLC
2496,-6347,ta**********s,David King,F,"878 36  Blvd, 100-2942",br**********s@hotmail.com,67450,"Houston, IL",DJMIQY,RPBUBY,"(41,60)","(75,000,250000)",RCMTBS,35*************5,###1,JKXCIW
2832,-6348,am***********l,David Clark,M,"961 65 Ave, 200-3723",tr***s@yahoo.com,88254,"New York, PA",RSQSBE,UUEYLO,"(26,40)","(75,000,250000)",GUYUNS,35*************7,##6,OXQHXB
3328,-6349,ke************m,Michael Rodriguez,F,"126 22 St, 300-5012",ky***4@gmail.com,87476,"Dallas, NY",JYJUBW,HHUGUI,"(26,40)","(75,000,250000)",GUYUNS,35*************2,###7,NYJIPP
6683,-6350,la*****6,Joseph Lewis,F,"140 50 Ln, 800-7670",ma***4@gmail.com,54785,"Phoenix, CA",QKDTBW,REKFCW,"(60,65)","(75,000,250000)",MFZRLP,27*************0,####1,EFYWNJ
6891,-6351,to*******n,Sarah Garcia,M,"545 44 Ln, 400-2875",tp****r@yahoo.com,87846,"San Antonio, PA",YQNGJO,TPWYPI,"(41,60)","(75,000,250000)",MAOKIJ,44*************0,###3,DKBYWT
7081,-6352,ka******9,Joseph Wilson,M,"891 70 Ln, 400-9068",kh****s@gmail.com,90340,"Phoenix, TX",UBTYCW,HMREPG,"(19,25)","(75,000,250000)",UEJEZN,49*************4,#4,SIGVZV
608,-6354,an*********r,Emily Lewis,F,"356 24 Rd, 300-2487",da*********a@yahoo.com,87570,"Chicago, OH",WXRYOB,CUINEJ,"(26,40)","(75,000,250000)",WFTMDV,30***********9,##7,VKCRSK
1171,-6355,ti******8,Emily King,M,"642 22  Blvd, 900-1944",fm***s@hotmail.com,64145,"Houston, FL",PWEGPY,NHQVZE,"(26,40)","(50000,75000)",RCMTBS,24*************3,###9,LKFLDT
1189,-6356,do*********l,David Williams,M,"683 97 Ave, 100-3470",yf*****s@hotmail.com,83850,"San Jose, FL",SROBTJ,JUPAXJ,"(19,25)","(75,000,250000)",YMXPWJ,35*************0,###1,YNWLOF
1348,-6357,sc*************y,Mary Hernandez,M,"611 70 St, 700-7147",li*********s@gmail.com,56718,"New York, VA",BWIFFW,WHMNKO,"(41,60)","(50000,75000)",RCMTBS,56*********8,###6,RXSLTY
2351,-6358,ab****n,Sarah Lewis,F,"490 22  Blvd, 900-5837",ts*****z@yahoo.com,61158,"San Antonio, PA",IHCDST,FUWUMA,"(26,40)","(75,000,250000)",MAOKIJ,34************4,####6,ONXWXR
2515,-6359,an********s,William Johnson,F,"729 9 Rd, 800-8572",is*****n@gmail.com,63350,"Los Angeles, VA",YBEUZX,DJHSML,"(26,40)","(75,000,250000)",GUYUNS,35*************5,###5,SIGVZV
3962,-6360,ca********e,Andrew Young,M,"170 33 St, 100-5934",da*****8@hotmail.com,69605,"San Antonio, CA",DJSCNG,DYPJMP,"(41,60)","(75,000,250000)",KCUOPI,23*************5,#8,FLGNYQ
